Date,Sales,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Mean_7,Rolling_Mean_30
2016-09-02,121.83,9,2,4,35,0,743.046,4874.298,448.792,2190.81,1288.6151142857138,1461.8133466666666
2016-09-03,635.6,9,3,5,35,1,121.83,767.9110000000001,14.78,2906.404,609.6911142857138,1392.8473466666667
2016-09-04,1115.197,9,4,6,35,1,635.6,322.0248,4798.292,1340.2440000000001,590.7895428571425,1317.15388
2016-09-05,1283.512,9,5,0,36,0,1115.197,632.188,405.35,0.0,704.0998571428566,1309.6523133333333
2016-09-06,1688.4720000000002,9,6,1,36,0,1283.512,1656.8700000000001,4187.348,2616.512,797.1461428571423,1352.4360466666667
2016-09-07,573.286,9,7,2,36,0,1688.4720000000002,23.968,0.0,1115.2040000000002,801.6607142857138,1321.5013800000002
2016-09-08,661.3539999999999,9,8,3,36,0,573.286,743.046,0.0,4493.9836000000005,880.1347142857138,1303.4374466666668
2016-09-09,84.992,9,9,4,36,0,661.3539999999999,121.83,4874.298,561.5360000000001,868.4644285714281,1175.6831266666668
2016-09-10,546.92,9,10,5,36,1,84.992,635.6,767.9110000000001,993.9000000000001,863.2018571428567,1159.7983266666668
2016-09-11,479.97,9,11,6,36,1,546.92,1115.197,322.0248,4709.095,850.5332857142851,1144.8989933333332
2016-09-12,1855.483,9,12,0,37,0,479.97,1283.512,632.188,731.524,759.7865714285709,1003.9281599999999
2016-09-13,2374.73,9,13,1,37,0,1855.483,1688.4720000000002,1656.8700000000001,923.688,841.4967142857138,1041.39346
2016-09-14,1137.338,9,14,2,37,0,2374.73,573.286,23.968,1680.266,939.533571428571,1089.7615266666667
2016-09-15,2101.1820000000002,9,15,3,37,0,1137.338,661.3539999999999,743.046,204.54000000000002,1020.112428571428,1071.6639266666666
2016-09-16,425.886,9,16,4,37,0,2101.1820000000002,84.992,121.83,15.712,1225.8021428571424,1134.8853266666667
2016-09-17,2043.126,9,17,5,37,1,425.886,546.92,635.6,496.11400000000003,1274.5012857142851,1148.5577933333334
2016-09-18,4751.082,9,18,6,37,1,2043.126,479.97,1115.197,448.792,1488.2449999999994,1200.12486
2016-09-19,3839.312,9,19,0,38,0,4751.082,1855.483,1283.512,14.78,2098.403857142857,1343.5345266666668
2016-09-20,1232.004,9,20,1,38,0,3839.312,2374.73,1688.4720000000002,4798.292,2381.8079999999995,1471.0189266666666
2016-09-21,0.0,9,21,2,38,0,1232.004,1137.338,573.286,405.35,2218.561428571428,1352.1426600000002
2016-09-22,615.57,9,22,3,38,0,0.0,2101.1820000000002,661.3539999999999,4187.348,2056.084571428571,1338.6309933333332
2016-09-23,1322.145,9,23,4,38,0,615.57,425.886,84.992,0.0,1843.8542857142852,1219.5717266666666
2016-09-24,2286.05,9,24,5,38,1,1322.145,2043.126,546.92,0.0,1971.8912857142852,1263.6432266666666
2016-09-25,3443.091,9,25,6,38,1,2286.05,4751.082,479.97,4874.298,2006.5947142857137,1339.8448933333334
2016-09-26,2698.1665,9,26,0,39,0,3443.091,3839.312,1855.483,767.9110000000001,1819.7388571428567,1292.1379933333333
2016-09-27,1992.9858,9,27,1,39,0,2698.1665,1232.004,2374.73,322.0248,1656.718071428571,1356.4798433333333
2016-09-28,99.136,9,28,2,39,0,1992.9858,0.0,1137.338,632.188,1765.4297571428565,1412.1785433333332
2016-09-29,1307.792,9,29,3,39,0,99.136,615.57,2101.1820000000002,1656.8700000000001,1779.5920428571424,1394.4101433333335
2016-09-30,525.884,9,30,4,39,0,1307.792,1322.145,425.886,23.968,1878.4808999999993,1382.77421
2016-10-01,174.75,10,1,5,39,1,525.884,2286.05,2043.126,743.046,1764.729328571428,1399.5047433333334
2016-10-02,0.0,10,2,6,39,1,174.75,3443.091,4751.082,121.83,1463.1150428571423,1380.5615433333332
2016-10-03,7879.734,10,3,0,40,0,0.0,2698.1665,3839.312,635.6,971.2448999999995,1376.5005433333333
2016-10-04,950.5939999999999,10,4,1,40,0,7879.734,1992.9858,1232.004,1115.197,1711.468828571428,1617.9716766666666
2016-10-05,763.0200000000001,10,5,2,40,0,950.5939999999999,99.136,0.0,1283.512,1562.5557142857137,1612.48491
2016-10-06,1412.3960000000002,10,6,3,40,0,763.0200000000001,1307.792,615.57,1688.4720000000002,1657.396285714285,1595.1351766666667
2016-10-07,895.895,10,7,4,40,0,1412.3960000000002,525.884,1322.145,573.286,1672.3397142857139,1585.9326433333333
2016-10-08,0.0,10,8,5,40,1,895.895,174.75,2286.05,661.3539999999999,1725.198428571428,1596.6862766666668
2016-10-09,2094.324,10,9,6,40,1,0.0,0.0,3443.091,84.992,1700.2341428571422,1574.6411433333335
2016-10-10,282.75300000000004,10,10,0,41,0,2094.324,7879.734,2698.1665,546.92,1999.4232857142852,1641.618876666667
2016-10-11,4723.478,10,11,1,41,0,282.75300000000004,950.5939999999999,1992.9858,479.97,914.140285714285,1632.81331
2016-10-12,3459.71,10,12,2,41,0,4723.478,763.0200000000001,99.136,1855.483,1453.1237142857135,1774.2635766666667
2016-10-13,1650.618,10,13,3,41,0,3459.71,1412.3960000000002,1307.792,2374.73,1838.3651428571422,1827.7378099999999
2016-10-14,3335.888,10,14,4,41,0,1650.618,895.895,525.884,1137.338,1872.3968571428566,1803.6007433333332
2016-10-15,1620.15,10,15,5,41,1,3335.888,0.0,174.75,2101.1820000000002,2220.967285714285,1876.8857433333333
2016-10-16,142.182,10,16,6,41,1,1620.15,2094.324,0.0,425.886,2452.417285714285,1860.851343333333
2016-10-17,2953.346,10,17,0,42,0,142.182,282.75300000000004,7879.734,2043.126,2173.5398571428564,1851.394543333333
2016-10-18,307.92,10,18,1,42,0,2953.346,4723.478,950.5939999999999,4751.082,2555.053142857142,1881.73521
2016-10-19,0.0,10,19,2,42,0,307.92,3459.71,763.0200000000001,3839.312,1924.259142857142,1733.62981
2016-10-20,946.174,10,20,3,42,0,0.0,1650.618,1412.3960000000002,1232.004,1430.0148571428565,1605.6527433333333
2016-10-21,7951.592,10,21,4,42,0,946.174,3335.888,895.895,0.0,1329.3799999999994,1596.1250766666667
2016-10-22,188.28,10,22,5,42,1,7951.592,1620.15,0.0,615.57,1988.7662857142848,1861.1781433333333
2016-10-23,467.42199999999997,10,23,6,42,1,188.28,142.182,2094.324,1322.145,1784.2134285714278,1846.9351433333331
2016-10-24,1365.498,10,24,0,43,0,467.42199999999997,2953.346,282.75300000000004,2286.05,1830.6762857142846,1818.4443766666668
2016-10-25,783.96,10,25,1,43,0,1365.498,307.92,4723.478,3443.091,1603.8408571428565,1787.7593100000001
2016-10-26,0.0,10,26,2,43,0,783.96,0.0,3459.71,2698.1665,1671.8465714285705,1699.12161
2016-10-27,978.79,10,27,3,43,0,0.0,946.174,1650.618,1992.9858,1671.8465714285705,1609.1827266666667
2016-10-28,2899.0209999999997,10,28,4,43,0,978.79,7951.592,3335.888,99.136,1676.5059999999994,1575.3762
2016-10-29,131.154,10,29,5,43,1,2899.0209999999997,188.28,1620.15,1307.792,954.710142857142,1668.7057
2016-10-30,159.002,10,30,6,43,1,131.154,467.42199999999997,142.182,525.884,946.5492857142848,1629.4844333333333
2016-10-31,3750.4990000000003,10,31,0,44,0,159.002,1365.498,2953.346,174.75,902.4892857142848,1617.2550333333334
2016-11-01,149.444,11,1,1,44,0,3750.4990000000003,783.96,307.92,0.0,1243.2037142857134,1736.4466666666667
2016-11-02,69.93,11,2,2,44,0,149.444,0.0,0.0,7879.734,1152.5585714285705,1741.4281333333333
2016-11-03,896.0219999999999,11,3,3,44,0,69.93,978.79,946.174,950.5939999999999,1162.5485714285708,1481.1013333333333
2016-11-04,0.0,11,4,4,44,0,896.0219999999999,2899.0209999999997,7951.592,763.0200000000001,1150.7245714285707,1479.2822666666666
2016-11-05,5.98,11,5,5,44,1,0.0,131.154,188.28,1412.3960000000002,736.5787142857135,1453.8482666666669
2016-11-06,1623.4160000000002,11,6,6,44,1,5.98,159.002,467.42199999999997,895.895,718.6967142857136,1406.9677333333334
2016-11-07,0.0,11,7,0,45,0,1623.4160000000002,3750.4990000000003,1365.498,0.0,927.8987142857135,1431.2184333333332
2016-11-08,151.82,11,8,1,45,0,0.0,149.444,783.96,2094.324,392.1131428571421,1431.2184333333332
2016-11-09,6501.585999999999,11,9,2,45,0,151.82,69.93,0.0,282.75300000000004,392.45257142857065,1366.4683
2016-11-10,33.064,11,10,3,45,0,6501.585999999999,896.0219999999999,978.79,4723.478,1311.2605714285705,1573.7627333333332
2016-11-11,4944.296,11,11,4,45,0,33.064,0.0,2899.0209999999997,3459.71,1187.9808571428562,1417.4155999999998
2016-11-12,6102.25,11,12,5,45,1,4944.296,5.98,131.154,1650.618,1894.3088571428561,1466.9017999999999
2016-11-13,2945.138,11,13,6,45,1,6102.25,1623.4160000000002,159.002,3335.888,2765.2045714285705,1615.2895333333333
2016-11-14,2774.062,11,14,0,46,0,2945.138,0.0,3750.4990000000003,1620.15,2954.0219999999995,1602.2645333333332
2016-11-15,2145.718,11,15,1,46,0,2774.062,151.82,149.444,142.182,3350.3165714285706,1640.7282666666665
2016-11-16,36.72,11,16,2,46,0,2145.718,6501.585999999999,69.93,2953.346,3635.159142857142,1707.5128
2016-11-17,142.684,11,17,3,46,0,36.72,33.064,896.0219999999999,307.92,2711.606857142856,1610.2919333333332
2016-11-18,3958.9320000000002,11,18,4,46,0,142.684,4944.296,0.0,0.0,2727.266857142856,1604.7840666666666
2016-11-19,638.462,11,19,5,46,1,3958.9320000000002,6102.25,5.98,946.174,2586.5005714285703,1736.7484666666667
2016-11-20,3070.3329999999996,11,20,6,46,1,638.462,2945.138,1623.4160000000002,7951.592,1805.9594285714277,1726.4913999999999
2016-11-21,1176.891,11,21,0,47,0,3070.3329999999996,2774.062,0.0,188.28,1823.844428571428,1563.7827666666667
2016-11-22,317.044,11,22,1,47,0,1176.891,2145.718,151.82,467.42199999999997,1595.6771428571421,1596.7364666666667
2016-11-23,100.61599999999999,11,23,2,47,0,317.044,36.72,6501.585999999999,1365.498,1334.437999999999,1591.7238666666667
2016-11-24,6394.538,11,24,3,47,0,100.61599999999999,142.684,33.064,783.96,1343.5659999999991,1549.5611333333331
2016-11-25,7978.5509999999995,11,25,4,47,0,6394.538,3958.9320000000002,4944.296,0.0,2236.687999999999,1736.5803999999998
2016-11-26,8329.743,11,26,5,47,1,7978.5509999999995,638.462,6102.25,978.79,2810.919285714285,2002.5321
2016-11-27,1651.239,11,27,6,47,1,8329.743,3070.3329999999996,2945.138,2899.0209999999997,3909.6737142857132,2247.5638666666664
2016-11-28,3428.372,11,28,0,48,0,1651.239,1176.891,2774.062,131.154,3706.9459999999995,2205.9711333333335
2016-11-29,300.592,11,29,1,48,0,3428.372,317.044,2145.718,159.002,4028.5861428571416,2315.8784
2016-11-30,970.142,11,30,2,48,0,300.592,100.61599999999999,36.72,3750.4990000000003,4026.2358571428563,2320.5980666666665
2016-12-01,0.0,12,1,3,48,0,970.142,6394.538,142.684,149.444,4150.453857142856,2227.9195000000004
2016-12-02,1366.04,12,2,4,48,0,0.0,7978.5509999999995,3958.9320000000002,69.93,3236.948428571428,2222.9380333333334
2016-12-03,1694.642,12,3,5,48,1,1366.04,8329.743,638.462,896.0219999999999,2292.303999999999,2266.1416999999997
2016-12-04,1542.53,12,4,6,48,1,1694.642,1651.239,3070.3329999999996,0.0,1344.4324285714276,2292.762366666667
2016-12-05,918.878,12,5,0,49,0,1542.53,3428.372,1176.891,5.98,1328.9025714285704,2344.180033333333
2016-12-06,2962.563,12,6,1,49,0,918.878,300.592,317.044,1623.4160000000002,970.4034285714275,2374.6099666666664
2016-12-07,95.76,12,7,2,49,0,2962.563,970.142,100.61599999999999,0.0,1350.684999999999,2419.2482000000005
2016-12-08,3951.9605,12,8,3,49,0,95.76,0.0,6394.538,151.82,1225.7732857142848,2422.4402
2016-12-09,2043.792,12,9,4,49,0,3951.9605,1366.04,7978.5509999999995,6501.585999999999,1790.3390714285706,2549.11155
2016-12-10,0.0,12,10,5,49,1,2043.792,1694.642,8329.743,33.064,1887.1607857142847,2400.518416666667
2016-12-11,4914.938,12,11,6,49,1,0.0,1542.53,1651.239,4944.296,1645.0690714285704,2399.4162833333335
2016-12-12,1981.115,12,12,0,50,0,4914.938,918.878,3428.372,6102.25,2126.841642857142,2398.437683333333
2016-12-13,1194.088,12,13,1,50,0,1981.115,2962.563,300.592,2945.138,2278.589785714285,2261.0665166666668
2016-12-14,828.654,12,14,2,50,0,1194.088,95.76,970.142,2774.062,2025.950499999999,2202.6981833333334
2016-12-15,2637.087,12,15,3,50,0,828.654,3951.9605,0.0,2145.718,2130.6496428571418,2137.85125
2016-12-16,628.5419999999999,12,16,4,50,0,2637.087,2043.792,1366.04,36.72,1942.8105714285703,2154.230216666667
2016-12-17,12185.134,12,17,5,50,1,628.5419999999999,0.0,1694.642,142.684,1740.631999999999,2173.957616666667
2016-12-18,7051.35,12,18,6,50,1,12185.134,4914.938,1542.53,3958.9320000000002,3481.365428571428,2575.372616666667
2016-12-19,815.1120000000001,12,19,0,51,0,7051.35,1981.115,918.878,638.462,3786.567142857142,2678.453216666667
2016-12-20,134.54000000000002,12,20,1,51,0,815.1120000000001,1194.088,2962.563,3070.3329999999996,3619.995285714285,2684.34155
2016-12-21,0.0,12,21,2,51,0,134.54000000000002,828.654,95.76,1176.891,3468.631285714285,2586.4817833333336
2016-12-22,1043.128,12,22,3,51,0,0.0,2637.087,3951.9605,317.044,3350.2521428571417,2547.2520833333333
2016-12-23,6965.857,12,23,4,51,0,1043.128,628.5419999999999,2043.792,100.61599999999999,3122.543714285713,2571.4548833333333
2016-12-24,1938.26,12,24,5,51,1,6965.857,12185.134,0.0,6394.538,4027.874428571428,2800.29625
2016-12-25,10488.055,12,25,6,51,1,1938.26,7051.35,4914.938,7978.5509999999995,2564.035285714285,2651.7536499999997
2016-12-26,1829.4180000000001,12,26,0,52,0,10488.055,815.1120000000001,1981.115,8329.743,3054.9931428571413,2735.4037833333336
2016-12-27,959.49,12,27,1,52,0,1829.4180000000001,134.54000000000002,1194.088,1651.239,3199.893999999999,2518.726283333333
2016-12-28,0.0,12,28,2,52,0,959.49,0.0,828.654,3428.372,3317.743999999999,2495.6679833333333
2016-12-29,1277.68,12,29,3,52,0,0.0,1043.128,2637.087,300.592,3317.743999999999,2381.3889166666663
2016-12-30,773.774,12,30,4,52,0,1277.68,6965.857,628.5419999999999,970.142,3351.251428571428,2413.958516666667
2016-12-31,731.768,12,31,5,52,1,773.774,1938.26,12185.134,0.0,2466.668142857142,2407.4129166666667
2017-01-01,1481.828,1,1,6,52,1,731.768,10488.055,7051.35,1366.04,2294.312142857142,2431.805183333333
2017-01-02,0.0,1,2,0,1,0,1481.828,1829.4180000000001,815.1120000000001,1694.642,1007.7082857142848,2435.6647833333336
2017-01-03,0.0,1,3,1,1,0,0.0,959.49,134.54000000000002,1542.53,746.3628571428562,2379.176716666667
2017-01-04,5972.988,1,4,2,1,0,0.0,0.0,0.0,918.878,609.292857142856,2327.75905
2017-01-05,4108.37,1,5,3,1,0,5972.988,1277.68,1043.128,2962.563,1462.5768571428562,2496.2293833333333
2017-01-06,5058.362,1,6,4,1,0,4108.37,773.774,6965.857,95.76,1866.9611428571418,2534.4229499999997
2017-01-07,639.83,1,7,5,1,1,5058.362,731.768,1938.26,3951.9605,2479.045142857142,2699.8430166666667
2017-01-08,2085.65,1,8,6,1,1,639.83,1481.828,10488.055,2043.792,2465.911142857142,2589.438666666667
2017-01-09,1261.81,1,9,0,2,0,2085.65,0.0,1829.4180000000001,0.0,2552.1714285714274,2590.8339333333333
2017-01-10,2978.466,1,10,1,2,0,1261.81,0.0,959.49,4914.938,2732.4299999999994,2632.8942666666667
2017-01-11,2921.43,1,11,2,2,0,2978.466,5972.988,0.0,1981.115,3157.925142857142,2568.3452
2017-01-12,5331.178,1,12,3,2,0,2921.43,4108.37,1277.68,1194.088,2721.9882857142843,2599.6890333333336
2017-01-13,4619.33,1,13,4,2,0,5331.178,5058.362,773.774,828.654,2896.675142857142,2737.5920333333333
2017-01-14,1056.038,1,14,5,2,1,4619.33,639.83,731.768,2637.087,2833.9562857142846,2863.9479
2017-01-15,2140.28,1,15,6,2,1,1056.038,2085.65,1481.828,628.5419999999999,2893.41457142857,2811.2462666666665
2017-01-16,6230.292,1,16,0,3,0,2140.28,1261.81,0.0,12185.134,2901.218857142856,2861.6375333333335
2017-01-17,0.0,1,17,1,3,0,6230.292,2978.466,0.0,7051.35,3611.001999999999,2663.1427999999996
2017-01-18,0.0,1,18,2,3,0,0.0,2921.43,5972.988,815.1120000000001,3185.506857142856,2428.0978000000005
2017-01-19,2013.7150000000001,1,19,3,3,0,0.0,5331.178,4108.37,134.54000000000002,2768.1597142857136,2400.9273999999996
2017-01-20,767.838,1,20,4,3,0,2013.7150000000001,4619.33,5058.362,0.0,2294.2364285714275,2463.566566666667
2017-01-21,2546.643,1,21,5,3,1,767.838,1056.038,639.83,1043.128,1744.0232857142848,2489.1611666666668
2017-01-22,4212.371999999999,1,22,6,3,1,2546.643,2140.28,2085.65,6965.857,1956.966857142856,2539.2783333333336
2017-01-23,450.334,1,23,0,4,0,4212.371999999999,6230.292,1261.81,1938.26,2252.979999999999,2447.4954999999995
2017-01-24,418.666,1,24,1,4,0,450.334,0.0,2978.466,10488.055,1427.2717142857132,2397.8979666666664
2017-01-25,0.0,1,25,2,4,0,418.666,0.0,2921.43,1829.4180000000001,1487.0811428571417,2062.2516666666666
2017-01-26,3055.2799999999997,1,26,3,4,0,0.0,2013.7150000000001,5331.178,959.49,1487.0811428571417,2001.2710666666667
2017-01-27,331.914,1,27,4,4,0,3055.2799999999997,767.838,4619.33,0.0,1635.8761428571415,2071.1307333333334
2017-01-28,1007.52,1,28,5,4,1,331.914,2546.643,1056.038,1277.68,1573.6012857142846,2082.1945333333333
2017-01-29,294.842,1,29,6,4,1,1007.52,4212.371999999999,2140.28,773.774,1353.7265714285702,2073.1892
2017-01-30,3749.335,1,30,0,5,0,294.842,450.334,6230.292,731.768,794.0794285714275,2057.2248
2017-01-31,0.0,1,31,1,5,0,3749.335,418.666,0.0,1481.828,1265.3652857142847,2157.8103666666666
2017-02-01,2079.554,2,1,2,5,0,0.0,0.0,0.0,0.0,1205.555857142856,2108.4161
2017-02-02,913.354,2,2,3,5,0,2079.554,3055.2799999999997,2013.7150000000001,0.0,1502.6349999999989,2177.7345666666665
2017-02-03,1450.126,2,3,4,5,0,913.354,331.914,767.838,5972.988,1196.6455714285705,2208.1797
2017-02-04,822.97,2,4,5,5,1,1450.126,1007.52,2546.643,4108.37,1356.3901428571419,2057.4176333333335
2017-02-05,399.11,2,5,6,5,1,822.97,294.842,4212.371999999999,5058.362,1330.0258571428562,1947.9042999999997
2017-02-06,135.70600000000002,2,6,0,6,0,399.11,3749.335,450.334,639.83,1344.9212857142845,1792.5958999999998
2017-02-07,169.192,2,7,1,6,0,135.70600000000002,0.0,418.666,2085.65,828.6885714285703,1775.7917666666667
2017-02-08,0.0,2,8,2,6,0,169.192,2079.554,0.0,1261.81,852.8588571428562,1711.9098333333334
2017-02-09,9354.854,2,9,3,6,0,0.0,913.354,3055.2799999999997,2978.466,555.7797142857132,1669.8495
2017-02-10,5418.022,2,10,4,6,0,9354.854,1450.126,331.914,2921.43,1761.7082857142846,1882.3957666666668
2017-02-11,6294.3859999999995,2,11,5,6,1,5418.022,822.97,1007.52,5331.178,2328.5505714285705,1965.6155
2017-02-12,9951.182,2,12,6,6,1,6294.3859999999995,399.11,294.842,4619.33,3110.181428571427,1997.7224333333334
2017-02-13,1058.43,2,13,0,7,0,9951.182,135.70600000000002,3749.335,1056.038,4474.763142857141,2175.4508333333333
2017-02-14,0.0,2,14,1,7,0,1058.43,169.192,0.0,2140.28,4606.580857142856,2175.530566666667
2017-02-15,0.0,2,15,2,7,0,0.0,0.0,2079.554,6230.292,4582.41057142857,2104.1879
2017-02-16,1337.442,2,16,3,7,0,0.0,9354.854,913.354,0.0,4582.41057142857,1896.5115
2017-02-17,2964.8174,2,17,4,7,0,1337.442,5418.022,1450.126,0.0,3437.065999999999,1941.0928999999999
2017-02-18,287.326,2,18,5,7,1,2964.8174,6294.3859999999995,822.97,2013.7150000000001,3086.6081999999988,2039.9201466666666
2017-02-19,1314.59,2,19,6,7,1,287.326,9951.182,399.11,767.838,2228.4567714285704,1982.3738466666666
2017-02-20,1150.29,2,20,0,8,0,1314.59,1058.43,135.70600000000002,2546.643,994.657914285713,2000.5989133333335
2017-02-21,47.904,2,21,1,8,0,1150.29,0.0,169.192,4212.371999999999,1007.7807714285701,1954.0538133333332
2017-02-22,0.0,2,22,2,8,0,47.904,0.0,0.0,450.334,1014.6241999999986,1815.2382133333333
2017-02-23,117.79999999999998,2,23,3,8,0,0.0,1337.442,9354.854,418.666,1014.6241999999986,1800.22708
2017-02-24,1448.676,2,24,4,8,0,117.79999999999998,2964.8174,5418.022,0.0,840.3896285714272,1790.1982133333333
2017-02-25,430.49199999999996,2,25,5,8,1,1448.676,287.326,6294.3859999999995,3055.2799999999997,623.7979999999986,1838.4874133333333
2017-02-26,2847.646,2,26,6,8,1,430.49199999999996,1314.59,9951.182,331.914,644.2502857142844,1750.99448
2017-02-27,0.0,2,27,0,9,0,2847.646,1150.29,1058.43,1007.52,863.2582857142844,1834.852213333333
2017-02-28,17.62,2,28,1,9,0,0.0,47.904,0.0,294.842,698.9311428571416,1801.2682133333333
2017-03-01,2070.272,3,1,2,9,0,17.62,0.0,0.0,3749.335,694.6048571428558,1792.0274800000002
2017-03-02,922.327,3,2,3,9,0,2070.272,117.79999999999998,1337.442,0.0,990.3579999999987,1736.0587133333333
2017-03-03,2000.1039999999998,3,3,4,9,0,922.327,1448.676,2964.8174,2079.554,1105.2904285714274,1766.8029466666667
2017-03-04,32.528,3,4,5,9,1,2000.1039999999998,430.49199999999996,287.326,913.354,1184.0658571428557,1764.1546133333334
2017-03-05,1386.346,3,5,6,9,1,32.528,2847.646,1314.59,1450.126,1127.2138571428559,1734.7937466666667
2017-03-06,2952.036,3,6,0,10,0,1386.346,0.0,1150.29,822.97,918.456714285713,1732.6677466666665
2017-03-07,6963.4039999999995,3,7,1,10,0,2952.036,17.62,47.904,399.11,1340.1761428571415,1803.6366133333333
2017-03-08,531.348,3,8,2,10,0,6963.4039999999995,2070.272,0.0,135.70600000000002,2332.430999999998,2022.4464133333336
2017-03-09,1595.849,3,9,3,10,0,531.348,922.327,117.79999999999998,169.192,2112.584714285713,2035.63448
2017-03-10,2504.48,3,10,4,10,0,1595.849,2000.1039999999998,1448.676,0.0,2208.8021428571415,2083.1897133333337
2017-03-11,4536.937,3,11,5,10,1,2504.48,32.528,430.49199999999996,9354.854,2280.8558571428557,2166.67238
2017-03-12,1403.842,3,12,6,10,1,4536.937,1386.346,2847.646,5418.022,2924.342857142856,2006.0751466666668
2017-03-13,4791.35,3,13,0,11,0,1403.842,2952.036,0.0,6294.3859999999995,2926.842285714284,1872.2691466666665
2017-03-14,49.616,3,14,1,11,0,4791.35,6963.4039999999995,17.62,9951.182,3189.6014285714273,1822.1679466666667
2017-03-15,0.0,3,15,2,11,0,49.616,531.348,2070.272,1058.43,2201.9174285714275,1492.1157466666666
2017-03-16,2014.381,3,16,3,11,0,0.0,1595.849,922.327,0.0,2126.01057142857,1456.8347466666667
2017-03-17,542.746,3,17,4,11,0,2014.381,2504.48,2000.1039999999998,0.0,2185.800857142856,1523.98078
2017-03-18,1027.758,3,18,5,11,1,542.746,4536.937,32.528,1337.442,1905.5531428571417,1542.0723133333333
2017-03-19,2166.248,3,19,6,11,1,1027.758,1403.842,1386.346,2964.8174,1404.241857142856,1531.7495133333334
2017-03-20,899.5680000000001,3,20,0,12,0,2166.248,4791.35,2952.036,287.326,1513.1569999999988,1505.1305333333335
2017-03-21,3332.6360000000004,3,21,1,12,0,899.5680000000001,49.616,6963.4039999999995,1314.59,957.1881428571415,1525.5386
2017-03-22,0.0,3,22,2,12,0,3332.6360000000004,0.0,531.348,1150.29,1426.190999999999,1592.8067999999998
2017-03-23,14816.068,3,23,3,12,0,0.0,2014.381,1595.849,47.904,1426.190999999999,1554.4638
2017-03-24,1257.298,3,24,4,12,0,14816.068,542.746,2504.48,0.0,3255.0034285714273,2046.7359333333334
2017-03-25,3567.026,3,25,5,12,1,1257.298,1027.758,4536.937,117.79999999999998,3357.0822857142844,2088.6458666666667
2017-03-26,3252.88,3,26,6,12,1,3567.026,2166.248,1403.842,1448.676,3719.8348571428555,2203.620066666667
2017-03-27,2933.516,3,27,0,13,0,3252.88,899.5680000000001,4791.35,430.49199999999996,3875.0679999999984,2263.7601999999997
2017-03-28,1504.702,3,28,1,13,0,2933.516,3332.6360000000004,49.616,2847.646,4165.631999999999,2347.1943333333334
2017-03-29,81.4,3,29,2,13,0,1504.702,0.0,0.0,0.0,3904.4985714285694,2302.4295333333334
2017-03-30,656.407,3,30,3,13,0,81.4,14816.068,2014.381,17.62,3916.1271428571413,2305.1428666666666
2017-03-31,4981.0108,3,31,4,13,0,656.407,1257.298,542.746,2070.272,1893.3184285714271,2326.435766666667
2017-04-01,0.0,4,1,5,13,1,4981.0108,3567.026,1027.758,922.327,2425.2773999999986,2423.4603933333333
2017-04-02,32.67,4,2,6,13,1,0.0,3252.88,2166.248,2000.1039999999998,1915.7022571428558,2392.7161599999995
2017-04-03,228.822,4,3,0,14,0,32.67,2933.516,899.5680000000001,32.528,1455.6722571428559,2327.1350266666664
2017-04-04,808.47,4,4,1,14,0,228.822,1504.702,3332.6360000000004,1386.346,1069.2873999999988,2333.67816
2017-04-05,1389.405,4,5,2,14,0,808.47,81.4,0.0,2952.036,969.8256857142844,2314.4156266666664
2017-04-06,279.414,4,6,3,14,0,1389.405,656.407,14816.068,6963.4039999999995,1156.6835428571414,2262.3279266666664
2017-04-07,0.0,4,7,4,14,0,279.414,4981.0108,1257.298,531.348,1102.8273999999988,2039.5282599999998
2017-04-08,20.07,4,8,5,14,1,0.0,0.0,3567.026,1595.849,391.25442857142724,2021.81666
2017-04-09,5360.202,4,9,6,14,1,20.07,32.67,3252.88,2504.48,394.1215714285701,1969.2906933333331
2017-04-10,19.98,4,10,0,15,0,5360.202,228.822,2933.516,4536.937,1155.1975714285702,2064.4814266666667
2017-04-11,10668.096,4,11,1,15,0,19.98,808.47,1504.702,1403.842,1125.3629999999987,1913.9161933333332
2017-04-12,2639.638,4,12,2,15,0,10668.096,1389.405,81.4,4791.35,2533.8809999999985,2222.72466
2017-04-13,1345.824,4,13,3,15,0,2639.638,279.414,656.407,49.616,2712.485714285713,2151.0009266666666
2017-04-14,652.93,4,14,4,15,0,1345.824,0.0,4981.0108,0.0,2864.8299999999986,2194.20786
2017-04-15,332.33799999999997,4,15,5,15,1,652.93,20.07,0.0,2014.381,2958.105714285713,2215.9721933333335
2017-04-16,944.429,4,16,6,15,1,332.33799999999997,5360.202,32.67,542.746,3002.7154285714273,2159.904093333333
2017-04-17,3431.4590000000003,4,17,0,16,0,944.429,19.98,228.822,1027.758,2371.890714285713,2173.293526666667
2017-04-18,0.0,4,18,1,16,0,3431.4590000000003,10668.096,808.47,2166.248,2859.2448571428563,2253.4168933333335
2017-04-19,0.0,4,19,2,16,0,0.0,2639.638,1389.405,899.5680000000001,1335.2311428571415,2181.2086266666665
2017-04-20,2033.24,4,20,3,16,0,0.0,1345.824,279.414,3332.6360000000004,958.1399999999987,2151.2230266666666
2017-04-21,1254.564,4,21,4,16,0,2033.24,652.93,0.0,0.0,1056.3422857142846,2107.909826666667
2017-04-22,947.692,4,22,5,16,1,1254.564,332.33799999999997,20.07,14816.068,1142.2899999999988,2149.7286266666665
